Date,Time,Day,Age,Latitude,Longitude,Street1,Street2
04/20/2021,01:36 PM,TUE,27,27.49149704,-97.84671021,1000.0 S US HWY 77 ,2200.0 E CAESAR AVE
04/22/2021,10:43 AM,THU,71,27.53063131,-97.85620824,900.0 E CORRAL AVE,1400.0 N 14TH ST
04/24/2021,12:42 PM,SAT,65,27.51096477,-97.85603011,600.0 S 14TH ST,1000.0 E JOHNSTON ST
04/29/2021,10:08 PM,THU,53,27.530238,-97.842,1451.0 N NOT REPORTED ,  NOT REPORTED 
05/01/2021,10:52 PM,SAT,26,27.491336,-97.855796,1133.0 E GENERAL CAVAZOS PL,2700.0 S BRAHMA BLVD
05/04/2021,10:05 AM,TUE,33,27.49911761,-97.85591875,1800.0  BRAHMA BLVD,900.0 E AILSE AVE
04/15/2021,08:30 PM,THU,23,27.53384354,-97.87798336,1700.0 N ARMSTRONG ST,800.0 W AVE I AVE
04/22/2021,10:45 PM,THU,62,27.51544524,-97.87903992,900.0 W KING AVE,200.0 S WANDA ST
05/03/2021,07:06 PM,MON,37,27.511765,-97.856068,500.0 S 14TH ST,900.0 E FORDYCE AVE
05/03/2021,12:06 PM,MON,19,27.53075218,-97.84025574,2200.0 E CORRAL AVE,1500.0 N HWY 77 
03/27/2021,11:32 AM,SAT,42,27.49137688,-97.8557663,800.0 E GENERAL CAVAZOS BLVD,2700.0 S BRAHMA BLVD
05/06/2021,06:35 PM,THU,60,27.49144809,-97.85577273,2600.0 S BRAHMA BLVD,900.0 E GENERAL CAVAZOS 
05/07/2021,06:29 PM,FRI,32,27.50694218,-97.84063581,1000.0 S US 77 HWY,2500.0 E CAESAR 
05/11/2021,12:47 PM,TUE,19,27.52762501,-97.87226891,300.0 W C AVE,1200.0 N 3RD ST
05/12/2021,09:06 AM,WED,44,27.515634,-97.861717,601.0 E KING AVE,600.0 E KING AVE
04/15/2021,09:43 PM,THU,17,27.52273534,-97.86478254,300.0 E SANTA GERTRUDIS ST,700.0 N 8TH ST
05/15/2021,04:34 PM,SAT,22,27.511491,-97.856032,600.0 S 14TH ST,1000.0 E FORDYCE AVE
05/20/2021,10:04 AM,THU,20,27.49903538,-97.85591804,1800.0 S BRAHMA BLVD,900.0 E AILSIE AVE
05/16/2021,04:42 PM,SUN,18,27.48394077,-97.85115872,3300.0 S 77 HWY,1500.0 E TRANT RD
05/23/2021,05:10 PM,SUN,22,27.51773534,-97.86328254,200.0 N 9TH ST,400.0 E YOAKUM ST
05/22/2021,02:30 AM,SAT,21,27.50232952,-97.85596975,1600.0 S 6TH ST,200.0 E ALEXANDER AVE
05/04/2021,08:35 PM,TUE,30,27.491443,-97.851773,1133.0 E GENERAL CAVAZOS BLVD,2800.0  SHELLY DR
05/23/2021,06:42 PM,SUN,42,27.53062939,-97.8563909,300.0 E CORRAL ST,1500.0 N YOUNG ST
05/21/2021,12:03 AM,FRI,58,27.51054978,-97.85486843,600.0 S 15TH ST,1100.0 E JOHNSTON 
05/27/2021,12:05 PM,THU,19,27.51456534,-97.87202254,400.0 W KENEDY AVE,200.0 S 3RD ST
05/28/2021,06:24 PM,FRI,26,27.50658807,-97.87730003,1100.0  FRANKLIN ADAMS ,500.0 W CAESAR AVE
05/27/2021,10:46 AM,THU,21,27.49096681,-97.85576486,2700.0  BRAHMA BLVD,1000.0 E GENERAL CAVAZOS BLVD
06/03/2021,08:58 PM,THU,56,27.49125532,-97.84685827,2600.0 S HWY 77 ,1600.0 E GENERAL CAVAZOS BLVD
05/19/2021,07:05 AM,WED,44,27.49333014,-97.84565143,2200.0 S 77 HWY,1800.0 E GENERAL CAVAZOS BLVD
06/04/2021,05:48 PM,FRI,20,27.54187262,-97.86230456,2400.0  YOUNG DR,300.0 W SAGE RD
06/05/2021,04:44 AM,SAT,21,27.51323303,-97.84073424, S US 77 HWY,2200.0  COLORADO AVE
06/06/2021,05:17 PM,SUN,43,27.516691,-97.86325,400.0 E KLEBERG AVE,200.0 S 9TH ST
06/08/2021,12:49 AM,TUE,36,27.51291942,-97.86319814,400.0 S 9TH ST,500.0 E HUISACHE AVE
06/02/2021,04:34 PM,WED,48,27.49137536,-97.85546353,1100.0 E GENERAL CAVAZOS BLVD,2500.0 S BRAHMA BLVD
06/10/2021,10:02 AM,THU,55,27.4990628,-97.85591828,1800.0 S BRAHMA BLVD,900.0 E AILSIE AVE
06/11/2021,06:17 PM,FRI,16,27.51788534,-97.84893255,1200.0 E YOAKUM AVE,200.0 N 17TH ST
06/12/2021,08:09 PM,SAT,54,27.53042284,-97.87225511,410.0 W CORRAL AVE,1500.0 N 3RD ST
06/15/2021,03:10 PM,TUE,27,27.50780693,-97.85599969,1100.0 S 14TH ST,1000.0  SENATOR CARLOS TRUAN BLVD
06/14/2021,07:22 PM,MON,63,27.52250534,-97.89180254,1700.0 W SANTA GERTRUDIS ST,1400.0  SANTA ROSA DR
06/09/2021,08:22 AM,WED,47,27.52267534,-97.87213254,300.0 W SANTA GERTRUDIS AVE,600.0 N 3RD ST
06/21/2021,05:16 PM,MON,47,27.51147137,-97.85603499,525.0 S 14TH ST,900.0 E FORDYCE AVE
06/22/2021,02:31 PM,TUE,18,27.49017564,-97.84750413,2500.0 S US 77 HWY,2700.0 E GENERAL CAVAZOS BLVD
06/04/2021,01:53 PM,FRI,39,27.52854556,-97.87787708,700.0 W D AVE,1300.0 N ARMSTRONG AVE
06/17/2021,12:35 PM,THU,20,27.49027905,-97.85575808,2000.0 S BRAHMA BLVD,900.0 E AILSIE AVE
06/23/2021,06:31 PM,WED,28,27.48259288,-97.85193354,3300.0 S 77 HWY,1300.0 E TRANT RD
06/25/2021,05:50 PM,FRI,51,27.51666427,-97.86342708,500.0 E KLEBERG AVE,100.0 N 9TH ST
06/28/2021,09:56 AM,MON,29,27.53053545,-97.86431994,400.0 E CORRAL AVE,1500.0 N 6TH ST
06/25/2021,03:59 PM,FRI,33,27.508729,-97.858884,721.0 E WARREN AVE,900.0 S 12TH ST
06/29/2021,01:57 PM,TUE,64,27.51469541,-97.85608942,200.0 S 6TH ST,200.0 E KENNEDY AVE
06/30/2021,08:58 AM,WED,46,27.51571274,-97.85610962,100.0 S 14TH ST,900.0 E KING AVE
07/03/2021,06:04 PM,SAT,21,27.51291534,-97.85083984,1300.0 E HUISACHE AVE,400.0 S 17TH ST
06/30/2021,02:40 PM,WED,71,27.51074548,-97.856028,1000.0 E JOHNSON AVE,600.0 S 14TH ST
07/05/2021,02:41 PM,MON,36,27.53318268,-97.83881283,900.0 S 77 HWY,1900.0 E CORRAL AVE
07/05/2021,06:40 PM,MON,39,27.52257534,-97.87783254,800.0 W SANTA GERTRUDIS ST,700.0 N ARMSTRONG ST
07/03/2021,06:33 PM,SAT,41,27.5066295,-97.85598332,1100.0 S 14TH ST,1000.0  SENATOR CARLOS TRUAN BLVD
07/02/2021,03:46 PM,FRI,21,27.51586864,-97.84193309,2600.0 E KING AVE,100.0 S US 77 HWY
07/07/2021,08:45 AM,WED,56,27.49278781,-97.8459657,2600.0 S 77 HWY,1600.0 E GENERAL CAVAZOS BLVD
07/07/2021,08:59 AM,WED,22,27.49045223,-97.84733867,2500.0 S US 77 HWY,2700.0 E GENERAL CAVAZOS BLVD
07/08/2021,02:33 PM,THU,58,27.51586435,-97.8407908,2400.0 S US 77 HWY,2100.0  E CARLOS TRUAN BLVD
07/03/2021,11:00 AM,SAT,28,27.53802142,-97.85471781,1800.0 N 14TH ST,1800.0 N 6TH ST
07/07/2021,10:15 AM,WED,37,27.52281534,-97.85907254,700.0 E SANTA GERTRUDIS AVE,600.0 N 12TH ST
07/08/2021,05:30 PM,THU,65,27.52283754,-97.85619066,100.0 E SANTA GERTRUDIS ST,600.0 N 6TH ST
07/12/2021,02:55 PM,MON,42,27.53063202,-97.85617065,1000.0 E CORRAL ,1400.0 N 14TH ST
07/13/2021,06:13 PM,TUE,21,27.51258853,-97.85604575,400.0 S 14TH ST,1000.0 E HUISACHE AVE
07/13/2021,06:45 PM,TUE,23,27.49137688,-97.8557663,2600.0  BRAHMA BLVD,1000.0 E GENERAL CAVAZOS BLVD
06/23/2021,10:55 AM,WED,20,27.52865329,-97.86951709,200.0 W D AVE,1200.0 N 5TH ST
07/16/2021,12:08 PM,FRI,23,27.491448,-97.847993,2700.0 S US HWY 77 HWY,2200.0 E GENERAL CAVAZOS BLVD
07/26/2021,06:08 PM,MON,55,27.491334,-97.855262,1100.0 E GENERAL CAVAZOS BLVD,2700.0 S BRAHMA BLVD
07/27/2021,09:30 AM,TUE,19,27.47731405,-97.85456355,4000.0 S US 77 HWY,1300.0 E TRANT RD
07/27/2021,10:06 AM,TUE,73,27.48638621,-97.84976676,4000.0 S 77 HWY,1300.0 E TRANT RD
07/30/2021,06:32 PM,FRI,24,27.5175887,-97.87726891,700.0 W YOAKUM AVE,100.0 N ARMSTRONG AVE
07/30/2021,05:30 PM,FRI,64,27.52586368,-97.89228324,1700.0  SANTA FE DR,900.0  SANTA ROSA DR
07/30/2021,01:50 PM,FRI,80,27.52283669,-97.85619354,600.0 N 6TH ST,100.0 NE SANTA GERTRUDIS AVE
08/01/2021,09:35 PM,SUN,25,27.52245534,-97.88717254,1300.0 W SANTA GERTRUDIS ST,700.0 W SANTA MONICA BLVD
07/29/2021,07:36 AM,THU,18,27.51600048,-97.85611585,208.0 S 14 ST,900.0 E KING AVE
08/04/2021,06:48 PM,WED,31,27.51568267,-97.85899279,600.0 E KING AVE,100.0 S 12TH ST
07/02/2021,06:53 PM,FRI,52,27.49138425,-97.8520309,1400.0 E GENERAL CAVAZOS BLVD, S SHELLY AVE
07/26/2021,07:50 PM,MON,64,27.491463,-97.848456,1100.0 E GENERAL CAVAZOS BLVD,2727.0 S US 77 HWY
07/23/2021,12:57 AM,FRI,28,27.49149704,-97.84671021,2700.0 S HWY ,  NOT REPORTED 
08/05/2021,07:40 PM,THU,16,27.52854534,-97.87789254,1200.0 N ARMSTRONG ST,700.0 E D AVE
08/05/2021,11:35 AM,THU,21,27.50655534,-97.87759254,1000.0 S ARMSTRONG ST,700.0  CAESAR AVE
08/07/2021,09:39 AM,SAT,69,27.50576534,-97.85662254,1200.0 S 13TH ST,900.0 E HOFFMAN AVE
07/09/2021,07:27 PM,FRI,28,27.49344237,-97.8455864,2500.0 S 77 HWY,2501.0 S 77 HWY
07/31/2021,10:05 AM,SAT,20,27.51155534,-97.87340254,400.0 W FORDYCE AVE,600.0 S 2ND ST
07/29/2021,08:58 PM,THU,49,27.51465534,-97.85897254,200.0 S 12TH ST,800.0 E KENEDY AVE
08/06/2021,12:44 PM,FRI,27,27.52808174,-97.84089008,1300.0 N US HWY 77 ,2200.0 E CORRAL AVE
08/09/2021,05:56 PM,MON,23,27.505664,-97.867394,1100.0 S 6TH ST,200.0 E HOFFMAN AVE
08/09/2021,01:12 PM,MON,19,27.52283669,-97.85619354,700.0 N 6TH ST,200.0 E SANTA GERTRUDIS AVE
08/09/2021,08:31 PM,MON,16,27.51564887,-97.87768773,100.0 S ARMSTRONG ST,800.0 E 141 HWY
08/10/2021,07:49 PM,TUE,40,27.52267534,-97.87213254,400.0 W SANTA GERTRUDIS ST,600.0 N 3RD ST
08/12/2021,03:00 PM,THU,25,27.5157133,-97.85604947,900.0 E KING AVE,200.0 S 14TH ST
08/09/2021,02:23 PM,MON,22,27.53061043,-97.85819088,900.0 E CORRAL AVE, N 13TH ST
08/13/2021,01:02 PM,FRI,84,27.51865534,-97.87697073,700.0 W HENRIETTA AVE,200.0 N WELLS AVE
08/14/2021,08:52 AM,SAT,23,27.493906,-97.844871,2400.0 S US HWY 77 ,2300.0 E GENERAL CAVAZOS AVE
08/14/2021,12:46 PM,SAT,53,27.4929,-97.845381,2518.0 S HWY 77 HWY,2612.0 S HWY 77 HWY
08/06/2021,01:46 AM,FRI,39,27.51505416,-97.84077338,200.0 N 77 HWY,2400.0 E KING AVE
08/14/2021,11:40 AM,SAT,34,27.50337467,-97.85444121,1031.0 S CIRCLE DR,1000.0 S CIRCLE DR
08/08/2021,03:15 PM,SUN,20,27.52651731,-97.88271935,1100.0 W AVE B AVE,1100.0  UNIVERSITY BLVD
08/06/2021,03:34 PM,FRI,20,27.52257534,-97.87783254,700.0 N ARMSTRONG ST,800.0 W SANTA GERTRUDIS AVE
